simulation_id,input_parameters_tire_tire_id,input_parameters_tire_tire_type,input_parameters_tire_width,input_parameters_tire_aspect_ratio,input_parameters_tire_diameter,input_parameters_tire_mass,input_parameters_tire_tread_design_pattern_type,input_parameters_tire_tread_design_groove_depth,input_parameters_tire_tread_design_groove_width,input_parameters_tire_tread_design_groove_count,input_parameters_tire_tread_design_sipe_density,input_parameters_tire_tread_design_void_ratio,input_parameters_tire_tread_design_edge_count,input_parameters_tire_structure_belt_count,input_parameters_tire_structure_ply_count,input_parameters_tire_structure_belt_angle,input_parameters_tire_structure_carcass_type,input_parameters_tire_structure_max_load,input_parameters_tire_structure_max_pressure,input_parameters_compound_compound_id,input_parameters_compound_name,input_parameters_compound_compound_type,input_parameters_compound_base_properties_density,input_parameters_compound_base_properties_elastic_modulus,input_parameters_compound_base_properties_hardness_shore_a,input_parameters_compound_base_properties_wet_grip_coefficient,input_parameters_compound_base_properties_rolling_resistance_coeff,input_parameters_compound_base_properties_abrasion_resistance,input_parameters_compound_additives_silica,input_parameters_compound_additives_carbon_black,input_parameters_compound_additives_sulfur,input_parameters_compound_quantum_optimization_level,input_parameters_environment_ambient_temperature,input_parameters_environment_road_temperature,input_parameters_environment_surface_type,input_parameters_environment_surface_wetness,input_parameters_environment_weather,input_parameters_environment_humidity,input_parameters_environment_wind_speed,input_parameters_environment_altitude,input_parameters_environment_uv_index,input_parameters_environment_rainfall_rate,input_parameters_load_kg,input_parameters_pressure_kpa,input_parameters_speed_kmh,performance_metrics_grip_coefficient,performance_metrics_dry_grip,performance_metrics_wet_grip,performance_metrics_snow_grip,performance_metrics_ice_grip,performance_metrics_rolling_resistance,performance_metrics_wear_rate,performance_metrics_thermal_performance,performance_metrics_noise_level,performance_metrics_hydroplaning_resistance,performance_metrics_durability_index,performance_metrics_comfort_index,performance_metrics_fuel_efficiency_impact,performance_metrics_predicted_lifetime_km,performance_metrics_failure_mode,performance_metrics_optimization_score,thermal_analysis_tread_center,thermal_analysis_tread_shoulder,thermal_analysis_sidewall,thermal_analysis_inner_liner,thermal_analysis_max_temperature,thermal_analysis_avg_temperature,wear_analysis_center,wear_analysis_shoulder,wear_analysis_edge,wear_analysis_uniformity_index,wear_analysis_pattern,stress_analysis_tread_contact_stress_mpa,stress_analysis_belt_tension_mpa,stress_analysis_sidewall_stress_mpa,stress_analysis_bead_stress_mpa,stress_analysis_max_stress_mpa,optimization_suggestions,quantum_enhanced
SIM_000014,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,-26.666666666666664,-13.866559830315339,wet_asphalt,0.8978963347180505,rain,0.4629080668479608,1.87963879681738,1734.8404229885218,0.33333333333333304,11.759903137030715,200.0,265.0,250.0,0.0729,0.2349,0.1958,0.4526,0.194,0.0124,0.444,1.0,94.7,0.3583,0.7444,0.7923,-0.06,47849.0,none,0.508,111.1,106.1,48.3,73.3,111.1,77.6,0.907,1.182,0.852,0.725,normal,0.15,0.11,0.13,0.08,0.15,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000015,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,-26.666666666666664,-13.866559830315339,wet_asphalt,0.8978963347180505,rain,0.4629080668479608,1.87963879681738,1734.8404229885218,0.33333333333333304,11.759903137030715,450.0,180.0,30.0,0.0693,0.2232,0.186,0.43,0.1843,0.0132,0.321,1.0,72.7,1.0,0.7006,0.7923,-0.07,62400.0,none,0.5543,1.1,-3.9,-17.7,-14.7,1.1,-10.4,1.033,1.062,0.904,0.97,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture']",True
SIM_000016,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0000,natural_rubber_variant_0,natural_rubber,1150.0,0.002,65,0.78,0.011,0.75,0.15,0.25,0.02,0.3745401188473625,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,180.0,85.0,0.1667,0.3107,0.259,0.4413,0.1891,0.0149,0.342,1.0,78.2,0.7327,0.6366,0.7863,-0.07,54844.0,none,0.5221,33.5,28.5,12.2,20.7,33.5,22.1,1.009,1.037,0.994,0.972,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000017,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0001,synthetic_rubber_variant_1,synthetic_rubber,1150.0,0.0025,70,0.72,0.01,0.82,0.15,0.25,0.02,0.9507143064099162,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,180.0,140.0,0.1539,0.2868,0.239,0.4073,0.1746,0.0138,0.313,1.0,83.7,0.3316,0.696,0.7863,-0.07,65559.0,none,0.501,61.0,56.0,28.7,42.7,61.0,44.1,1.055,1.188,0.979,0.867,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000018,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0002,biopolymer_variant_2,biopolymer,1150.0,0.0018,60,0.75,0.009,0.7,0.15,0.25,0.02,0.7319939418114051,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,180.0,195.0,0.1603,0.2988,0.249,0.4243,0.1819,0.0127,0.366,1.0,89.2,0.1357,0.5941,0.7863,-0.06,47775.0,none,0.4741,88.5,83.5,45.2,64.7,88.5,66.1,1.02,1.184,0.818,0.835,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000019,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0003,nano_enhanced_variant_3,nano_enhanced,1150.0,0.0028,68,0.8,0.009,0.88,0.15,0.25,0.02,0.5986584841970366,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,180.0,250.0,0.171,0.3187,0.2656,0.4526,0.194,0.0129,0.291,1.0,94.7,0.1611,0.7469,0.7863,-0.06,75504.0,none,0.5078,116.0,111.0,61.7,86.7,116.0,88.1,0.939,1.009,0.865,0.93,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000020,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0004,graphene_reinforced_variant_4,graphene_reinforced,1150.0,0.0032,72,0.82,0.008,0.92,0.15,0.25,0.02,0.15601864044243652,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,222.5,30.0,0.1753,0.3267,0.2722,0.4639,0.1988,0.0104,0.345,1.0,72.7,1.0,0.7809,0.7863,-0.05,66761.0,none,0.6242,6.0,1.0,-4.3,-1.3,6.0,0.1,0.978,1.054,0.966,0.923,normal,0.13,0.09,0.11,0.07,0.13,"['Improve wet grip by increasing sipe density and microtexture', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000021,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0005,quantum_optimized_variant_5,quantum_optimized,1150.0,0.003,66,0.85,0.0075,0.95,0.15,0.25,0.02,0.15599452033620265,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,222.5,85.0,0.1817,0.3386,0.2822,0.4809,0.2061,0.0101,0.334,1.0,78.2,0.7843,0.8063,0.7863,-0.05,71186.0,none,0.6123,33.5,28.5,12.2,20.7,33.5,22.1,0.971,1.056,0.909,0.915,normal,0.13,0.09,0.11,0.07,0.13,"['Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000022,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,222.5,140.0,0.171,0.3187,0.2656,0.4526,0.194,0.0118,0.373,1.0,83.7,0.4607,0.7215,0.7863,-0.06,56988.0,none,0.544,61.0,56.0,28.7,42.7,61.0,44.1,0.928,1.16,0.815,0.768,normal,0.13,0.09,0.11,0.07,0.13,"['Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000023,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,-13.333333333333332,-9.02137297068413,dry_concrete,0.517971136898371,heavy_rain,0.40057887648979906,11.816665211380215,91.50074981714829,1.666666666666667,65.69834760306824,450.0,222.5,195.0,0.1625,0.3028,0.2523,0.43,0.1843,0.0141,0.396,1.0,89.2,0.1559,0.679,0.7863,-0.07,50481.0,none,0.4795,88.5,83.5,45.2,64.7,88.5,66.1,1.097,1.154,0.84,0.943,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence']",True
