id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
7537,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.74,,D12,QNimbus,1,simulation
7538,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.92,,D11,QNimbus,1,model
7539,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.76,,D12;D19,QNimbus,1,analysis
7540,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.83,,D19;D8,QNimbus,1,optimization
7541,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.75,0.88,,D8;D11,QNimbus,1,design
7542,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.72,,D12;D8,QNimbus,1,prediction
7543,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.8,,D8;D19,QNimbus,1,simulation
7544,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.87,,D11,QNimbus,1,model
7545,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.83,,D19,QNimbus,1,analysis
7546,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.88,0.94,,D11,QNimbus,1,optimization
7547,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.83,,D12;D11,QNimbus,1,design
7548,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.78,,D12;D8,QNimbus,1,prediction
7549,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.87,,D8,QNimbus,1,simulation
7550,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.72,,D12,QNimbus,1,model
7551,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.77,0.81,,D12,QNimbus,1,analysis
7552,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.87,,D8;D19,QNimbus,1,optimization
7553,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.75,,D19;D11,QNimbus,1,design
7554,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.84,,D12;D8,QNimbus,1,prediction
7555,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.91,,D11,QNimbus,1,simulation
7556,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.85,0.76,,D8;D19,QNimbus,1,model
7557,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.73,,D19;D11,QNimbus,1,analysis
7558,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.74,,D19,QNimbus,1,optimization
7559,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.73,,D8,QNimbus,1,design
7560,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.75,,D8;D12,QNimbus,1,prediction
7561,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.77,0.92,,D19,QNimbus,1,simulation
7562,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.78,,D19,QNimbus,1,model
7563,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.76,,D12;D11,QNimbus,1,analysis
7564,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.83,,D19,QNimbus,1,optimization
7565,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.7,,D12;D8,QNimbus,1,design
7566,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.71,0.89,,D12;D11,QNimbus,1,prediction
7567,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.84,,D8,QNimbus,1,simulation
7568,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.93,,D12,QNimbus,1,model
7569,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.93,,D8;D12,QNimbus,1,analysis
7570,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.8,,D12,QNimbus,1,optimization
7571,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.7,0.69,,D19,QNimbus,1,design
7572,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.69,,D19;D11,QNimbus,1,prediction
7573,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.85,,D12;D19,QNimbus,1,simulation
7574,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.71,,D12,QNimbus,1,model
7575,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.8,,D19,QNimbus,1,analysis
7576,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.93,0.7,,D12,QNimbus,1,optimization
7577,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.93,,D11,QNimbus,1,design
7578,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.68,,D19,QNimbus,1,prediction
7579,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.89,,D19,QNimbus,1,simulation
7580,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.76,,D11;D8,QNimbus,1,model
7581,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.87,0.72,,D8;D12,QNimbus,1,analysis
7582,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.77,,D8;D11,QNimbus,1,optimization
7583,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.72,,D8,QNimbus,1,design
7584,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.82,,D19;D11,QNimbus,1,prediction
7585,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.76,,D11;D8,QNimbus,1,simulation
7586,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.8,0.83,,D19,QNimbus,1,model
7587,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.94,,D11;D19,QNimbus,1,analysis
7588,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.74,,D8,QNimbus,1,optimization
7589,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.68,,D19,QNimbus,1,design
7590,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.85,,D19,QNimbus,1,prediction
7591,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.89,0.93,,D19,QNimbus,1,simulation
7592,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.92,,D12,QNimbus,1,model
7593,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.89,,D8;D12,QNimbus,1,analysis
7594,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.94,,D11;D19,QNimbus,1,optimization
7595,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.76,,D12,QNimbus,1,design
7596,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.94,0.87,,D19;D8,QNimbus,1,prediction
7597,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.73,,D11;D12,QNimbus,1,simulation
7598,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.92,,D19,QNimbus,1,model
7599,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.82,,D8,QNimbus,1,analysis
7600,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.91,,D8;D19,QNimbus,1,optimization
7601,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.73,0.94,,D12;D8,QNimbus,1,design
7602,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.84,,D8,QNimbus,1,prediction
7603,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.93,,D19,QNimbus,1,simulation
7604,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.88,,D11;D12,QNimbus,1,model
7605,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.8,,D11;D19,QNimbus,1,analysis
7606,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.86,0.77,,D11;D8,QNimbus,1,optimization
7607,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.71,,D11,QNimbus,1,design
7608,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.86,,D19,QNimbus,1,prediction
7609,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.86,,D12;D8,QNimbus,1,simulation
7610,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.86,,D11;D19,QNimbus,1,model
7611,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.71,0.93,,D19,QNimbus,1,analysis
7612,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.94,,D11,QNimbus,1,optimization
7613,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.91,,D12;D8,QNimbus,1,design
7614,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.86,,D19;D12,QNimbus,1,prediction
7615,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.82,,D8,QNimbus,1,simulation
7616,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.87,0.84,,D19;D8,QNimbus,1,model
7617,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.77,,D11,QNimbus,1,analysis
7618,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.87,,D19;D8,QNimbus,1,optimization
7619,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.71,,D12;D8,QNimbus,1,design
7620,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.93,,D11,QNimbus,1,prediction
7621,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.9,0.74,,D11;D19,QNimbus,1,simulation
7622,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.82,,D12,QNimbus,1,model
7623,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.87,,D12;D8,QNimbus,1,analysis
7624,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.7,,D11,QNimbus,1,optimization
7625,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.74,,D8;D12,QNimbus,1,design
7626,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.85,0.85,,D19;D8,QNimbus,1,prediction
7627,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.88,,D19;D8,QNimbus,1,simulation
7628,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.7,,D8,QNimbus,1,model
7629,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.76,,D19,QNimbus,1,analysis
7630,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.84,,D11,QNimbus,1,optimization
7631,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.71,0.68,,D11;D8,QNimbus,1,design
7632,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.92,,D19;D12,QNimbus,1,prediction
7633,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.93,,D12,QNimbus,1,simulation
7634,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.9,,D8,QNimbus,1,model
7635,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.77,,D8;D12,QNimbus,1,analysis
7636,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.91,0.78,,D12;D8,QNimbus,1,optimization
7637,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.75,,D12,QNimbus,1,design
7638,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.8,,D12,QNimbus,1,prediction
7639,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.94,,D12,QNimbus,1,simulation
7640,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.93,,D19,QNimbus,1,model
7641,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.78,0.77,,D19,QNimbus,1,analysis
7642,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.68,,D19;D12,QNimbus,1,optimization
7643,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.87,Smart infrastructure;Urban analytics,D12;D8,QNimbus,1,design
7644,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.84,,D12;D19,QNimbus,1,prediction
7645,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.85,,D19;D12,QNimbus,1,simulation
7646,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.92,0.88,,D19,QNimbus,1,model
7647,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.82,,D19,QNimbus,1,analysis
7648,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.77,,D19;D8,QNimbus,1,optimization
7649,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.84,,D19,QNimbus,1,design
7650,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.9,,D11;D12,QNimbus,1,prediction
7651,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.83,0.84,,D19,QNimbus,1,simulation
7652,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.87,,D8,QNimbus,1,model
7653,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.73,,D11,QNimbus,1,analysis
7654,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.83,,D11,QNimbus,1,optimization
7655,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.86,,D19,QNimbus,1,design
7656,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.73,0.81,,D12,QNimbus,1,prediction
7657,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.75,,D11,QNimbus,1,simulation
7658,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.92,,D8,QNimbus,1,model
7659,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.75,,D11;D12,QNimbus,1,analysis
7660,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.74,,D8;D12,QNimbus,1,optimization
7661,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.77,0.71,,D8;D11,QNimbus,1,design
7662,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.88,,D8,QNimbus,1,prediction
7663,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.81,,D12,QNimbus,1,simulation
7664,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.78,,D19,QNimbus,1,model
7665,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.92,,D19,QNimbus,1,analysis
7666,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.8,0.89,,D11,QNimbus,1,optimization
7667,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.88,,D8,QNimbus,1,design
7668,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.93,,D19;D12,QNimbus,1,prediction
7669,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.78,,D11,QNimbus,1,simulation
7670,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.79,,D12,QNimbus,1,model
7671,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.76,0.73,,D8,QNimbus,1,analysis
7672,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.92,,D12,QNimbus,1,optimization
7673,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.87,,D19;D11,QNimbus,1,design
7674,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.8,,D12;D19,QNimbus,1,prediction
7675,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.92,,D8,QNimbus,1,simulation
7676,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.7,0.69,,D8;D11,QNimbus,1,model
7677,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.9,,D19,QNimbus,1,analysis
7678,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.85,,D8,QNimbus,1,optimization
7679,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.92,,D12;D19,QNimbus,1,design
7680,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.74,,D11;D12,QNimbus,1,prediction
7681,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.74,0.74,,D8,QNimbus,1,simulation
7682,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.87,,D11,QNimbus,1,model
7683,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.83,,D11;D12,QNimbus,1,analysis
7684,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.92,,D12;D19,QNimbus,1,optimization
7685,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.73,,D19;D12,QNimbus,1,design
7686,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.87,0.73,,D12,QNimbus,1,prediction
7687,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.69,,D11,QNimbus,1,simulation
7688,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.85,,D11,QNimbus,1,model
7689,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.71,,D19;D8,QNimbus,1,analysis
7690,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.82,,D11;D8,QNimbus,1,optimization
7691,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.94,0.93,,D11;D12,QNimbus,1,design
7692,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.88,,D19,QNimbus,1,prediction
7693,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.83,,D8,QNimbus,1,simulation
7694,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.77,0.85,,D11;D8,QNimbus,1,model
7695,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.7,,D8,QNimbus,1,analysis
7696,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.72,0.69,,D12,QNimbus,1,optimization
7697,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.85,,D8,QNimbus,1,design
7698,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.79,,D8,QNimbus,1,prediction
7699,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.86,,D12,QNimbus,1,simulation
7700,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.72,,D19;D12,QNimbus,1,model
7701,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.72,0.87,,D11;D12,QNimbus,1,analysis
7702,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.75,,D8,QNimbus,1,optimization
7703,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.69,,D11,QNimbus,1,design
7704,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.83,,D12,QNimbus,1,prediction
7705,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.83,,D19,QNimbus,1,simulation
7706,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.85,0.91,,D8,QNimbus,1,model
7707,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.9,,D12;D19,QNimbus,1,analysis
7708,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.87,,D11,QNimbus,1,optimization
7709,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.74,,D19,QNimbus,1,design
7710,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.71,,D8;D11,QNimbus,1,prediction
