id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
621,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.83,0.72,,D1;D6,QuASIM,1,analysis
622,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.91,0.85,,D13,QuASIM,1,optimization
623,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.9,0.7,,D13;D1,QuASIM,1,design
624,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.83,0.9,,D1,QuASIM,1,prediction
625,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.74,,D1,QuASIM,1,simulation
626,Nanomaterial Synthesis,Synthesis pathways for carbon nanotubes with enhanced properties using advanced materials & nanotech approaches,D7,0.87,0.83,,D1;D6,QuASIM,1,model
627,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.68,,D13;D4,QuASIM,1,analysis
628,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.92,0.89,,D13;D6,QuASIM,1,optimization
629,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.88,0.85,Nanofabrication;Surface chemistry,D13,QuASIM,1,design
630,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.75,0.71,,D13;D1,QuASIM,1,prediction
631,Nanomaterial Synthesis,Synthesis pathways for graphene with enhanced properties using advanced materials & nanotech approaches,D7,0.82,0.79,,D1,QuASIM,2,simulation
632,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.93,0.7,,D1,QuASIM,2,model
633,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.79,0.9,,D6;D1,QuASIM,2,analysis
634,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.75,0.9,,D1,QuASIM,2,optimization
635,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.7,0.89,,D13;D6,QuASIM,2,design
636,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.94,0.74,,D4;D1,QuASIM,2,prediction
637,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.75,0.93,,D6;D13,QuASIM,2,simulation
638,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.76,0.84,,D6;D13,QuASIM,2,model
639,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.73,0.9,,D4,QuASIM,2,analysis
640,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.76,0.93,,D4,QuASIM,2,optimization
641,Nanomaterial Synthesis,Synthesis pathways for carbon nanotubes with enhanced properties using advanced materials & nanotech approaches,D7,0.72,0.8,,D4;D1,QuASIM,2,design
642,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.73,0.82,,D4;D13,QuASIM,2,prediction
643,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.89,0.91,Nanofabrication;Surface chemistry,D13,QuASIM,2,simulation
644,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.71,0.72,,D1,QuASIM,2,model
645,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.82,0.88,,D1,QuASIM,2,analysis
646,Nanomaterial Synthesis,Synthesis pathways for graphene with enhanced properties using advanced materials & nanotech approaches,D7,0.75,0.87,,D4;D1,QuASIM,2,optimization
647,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.92,0.78,,D4,QuASIM,2,design
648,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.95,0.81,,D6;D1,QuASIM,2,prediction
649,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.81,0.72,,D1,QuASIM,2,simulation
650,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.74,0.92,,D13,QuASIM,2,model
651,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.86,0.7,,D6,QuASIM,2,analysis
652,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.81,,D6,QuASIM,2,optimization
653,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.78,0.88,,D13,QuASIM,2,design
654,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.91,0.91,,D13;D6,QuASIM,2,prediction
655,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.94,0.93,,D13,QuASIM,2,simulation
656,Nanomaterial Synthesis,Synthesis pathways for carbon nanotubes with enhanced properties using advanced materials & nanotech approaches,D7,0.75,0.69,,D6;D13,QuASIM,2,model
657,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.89,0.87,Nanofabrication;Surface chemistry,D13,QuASIM,2,analysis
658,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.81,0.68,,D6;D13,QuASIM,2,optimization
659,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.9,0.82,,D1,QuASIM,2,design
660,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.81,,D13;D4,QuASIM,2,prediction
661,Nanomaterial Synthesis,Synthesis pathways for graphene with enhanced properties using advanced materials & nanotech approaches,D7,0.82,0.83,,D1;D4,QuASIM,3,simulation
662,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.73,0.86,,D6,QuASIM,3,model
663,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.81,,D6;D1,QuASIM,3,analysis
664,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.87,0.91,,D13;D1,QuASIM,3,optimization
665,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.95,0.72,,D4,QuASIM,3,design
666,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.84,0.91,,D1;D6,QuASIM,3,prediction
667,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.79,0.91,,D6,QuASIM,3,simulation
668,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.69,,D1,QuASIM,3,model
669,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.78,0.93,,D4,QuASIM,3,analysis
670,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.75,0.73,,D13;D4,QuASIM,3,optimization
671,Nanomaterial Synthesis,Synthesis pathways for carbon nanotubes with enhanced properties using advanced materials & nanotech approaches,D7,0.91,0.88,Nanofabrication;Surface chemistry,D4,QuASIM,3,design
672,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.8,0.68,,D6;D13,QuASIM,3,prediction
673,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.95,0.85,,D13,QuASIM,3,simulation
674,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.91,0.79,,D1;D13,QuASIM,3,model
675,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.95,0.8,,D13,QuASIM,3,analysis
676,Nanomaterial Synthesis,Synthesis pathways for graphene with enhanced properties using advanced materials & nanotech approaches,D7,0.86,0.78,,D1,QuASIM,3,optimization
677,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.77,0.77,,D13,QuASIM,3,design
678,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.8,0.92,,D1,QuASIM,3,prediction
679,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.86,0.7,,D4,QuASIM,3,simulation
680,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.83,0.7,,D1;D6,QuASIM,3,model
681,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.9,0.79,,D6,QuASIM,3,analysis
682,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.91,0.83,,D6,QuASIM,3,optimization
683,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.94,0.69,,D13,QuASIM,3,design
684,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.71,0.74,,D13,QuASIM,3,prediction
685,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.89,0.88,Nanofabrication;Surface chemistry,D6,QuASIM,3,simulation
686,Nanomaterial Synthesis,Synthesis pathways for carbon nanotubes with enhanced properties using advanced materials & nanotech approaches,D7,0.77,0.82,,D1,QuASIM,4,model
687,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.85,0.73,,D1,QuASIM,4,analysis
688,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.81,0.89,,D1,QuASIM,4,optimization
689,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.71,0.83,,D4,QuASIM,4,design
690,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.76,0.77,,D1,QuASIM,4,prediction
691,Nanomaterial Synthesis,Synthesis pathways for graphene with enhanced properties using advanced materials & nanotech approaches,D7,0.93,0.94,,D4;D1,QuASIM,4,simulation
692,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.77,0.8,,D6;D4,QuASIM,4,model
693,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.84,0.72,,D13;D6,QuASIM,4,analysis
694,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.91,0.71,,D4;D6,QuASIM,4,optimization
695,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.82,0.77,,D1;D6,QuASIM,4,design
696,Nanomaterial Synthesis,Synthesis pathways for quantum dots with enhanced properties using advanced materials & nanotech approaches,D7,0.94,0.8,,D4,QuASIM,4,prediction
697,Surface Engineering,Surface Engineering simulation and optimization using advanced materials & nanotech approaches,D7,0.73,0.76,,D13;D6,QuASIM,4,simulation
698,Nanostructure Design,Nanostructure Design simulation and optimization using advanced materials & nanotech approaches,D7,0.75,0.74,,D4,QuASIM,4,model
699,Quantum Dots,Quantum Dots simulation and optimization using advanced materials & nanotech approaches,D7,0.88,0.93,,D6;D1,QuASIM,4,analysis
700,2D Materials,2D Materials simulation and optimization using advanced materials & nanotech approaches,D7,0.9,0.85,,D1,QuASIM,4,optimization
