id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
2049,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.92,0.81,,D17,QuASIM,1,simulation
2050,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.75,0.82,,D10,QuASIM,1,model
2051,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.92,0.72,,D2;D7,QuASIM,1,analysis
2052,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.84,0.86,,D2,QuASIM,1,optimization
2053,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.82,0.85,,D10,QuASIM,1,design
2054,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.91,,D17,QuASIM,1,prediction
2055,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.71,0.73,,D10;D2,QuASIM,1,simulation
2056,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.8,0.89,,D7;D2,QuASIM,1,model
2057,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.72,0.7,,D10,QuASIM,1,analysis
2058,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.72,0.86,,D2,QuASIM,1,optimization
2059,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.81,0.86,,D2;D10,QuASIM,1,design
2060,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.77,0.75,,D17,QuASIM,1,prediction
2061,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.83,0.81,,D17;D10,QuASIM,1,simulation
2062,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.88,,D2;D7,QuASIM,1,model
2063,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.86,0.87,,D17,QuASIM,1,analysis
2064,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.81,0.79,,D7,QuASIM,1,optimization
2065,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.88,0.8,,D2,QuASIM,1,design
2066,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.94,0.73,,D17,QuASIM,1,prediction
2067,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.8,0.84,,D7;D10,QuASIM,1,simulation
2068,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.94,0.82,,D10,QuASIM,1,model
2069,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.74,0.81,,D2,QuASIM,1,analysis
2070,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.91,0.85,,D10,QuASIM,1,optimization
2071,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.77,0.8,,D17,QuASIM,1,design
2072,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.96,0.89,Fusion physics;Advanced storage,D17;D7,QuASIM,1,prediction
2073,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.78,0.7,,D10,QuASIM,1,simulation
2074,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.73,0.82,,D10,QuASIM,1,model
2075,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.8,0.85,,D17,QuASIM,1,analysis
2076,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.71,0.93,,D17,QuASIM,1,optimization
2077,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.76,0.73,,D10;D2,QuASIM,1,design
2078,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.92,0.86,,D17,QuASIM,1,prediction
2079,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.85,0.83,,D17,QuASIM,1,simulation
2080,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.78,0.91,,D7,QuASIM,1,model
2081,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.85,0.88,,D2;D17,QuASIM,1,analysis
2082,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.91,0.85,,D10,QuASIM,1,optimization
2083,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.86,0.84,,D2;D10,QuASIM,1,design
2084,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.82,0.92,,D2,QuASIM,1,prediction
2085,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.71,0.82,,D2,QuASIM,1,simulation
2086,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.81,0.86,,D10,QuASIM,1,model
2087,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.93,0.89,,D17,QuASIM,1,analysis
2088,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.87,0.7,,D7;D17,QuASIM,1,optimization
2089,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.82,,D17;D2,QuASIM,1,design
2090,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.75,0.72,,D17,QuASIM,1,prediction
2091,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.83,0.75,,D7,QuASIM,1,simulation
2092,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.87,0.78,,D7,QuASIM,1,model
2093,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.86,,D2;D10,QuASIM,1,analysis
2094,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.72,0.88,,D17;D2,QuASIM,1,optimization
2095,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.92,0.75,,D17;D2,QuASIM,1,design
2096,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.73,0.68,,D17,QuASIM,1,prediction
2097,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.8,0.71,,D17,QuASIM,1,simulation
2098,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.78,0.93,,D7,QuASIM,1,model
2099,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.87,0.7,,D2,QuASIM,1,analysis
2100,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.79,,D7,QuASIM,1,optimization
2101,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.73,0.84,,D7,QuASIM,1,design
2102,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.94,0.89,,D10;D17,QuASIM,1,prediction
2103,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.95,0.71,,D17;D2,QuASIM,1,simulation
2104,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.74,,D7,QuASIM,1,model
2105,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.73,,D7,QuASIM,1,analysis
2106,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.74,0.79,,D17,QuASIM,1,optimization
2107,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.87,0.91,,D17;D7,QuASIM,1,design
2108,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.7,,D17;D7,QuASIM,1,prediction
2109,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.89,0.93,,D7;D10,QuASIM,1,simulation
2110,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.85,0.88,,D17,QuASIM,1,model
2111,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.9,0.91,,D17,QuASIM,1,analysis
2112,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.8,,D7,QuASIM,1,optimization
2113,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.93,0.7,,D10;D7,QuASIM,1,design
2114,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.78,0.76,,D2;D7,QuASIM,1,prediction
2115,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.81,,D2,QuASIM,1,simulation
2116,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.89,0.69,,D10,QuASIM,1,model
2117,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.76,0.84,,D10;D17,QuASIM,1,analysis
2118,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.79,0.92,,D7,QuASIM,1,optimization
2119,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.85,,D10,QuASIM,1,design
2120,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.89,0.86,,D7;D10,QuASIM,1,prediction
2121,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.72,0.9,,D7,QuASIM,1,simulation
2122,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.92,0.69,,D10;D7,QuASIM,1,model
2123,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.95,0.75,,D10;D2,QuASIM,1,analysis
2124,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.76,0.73,,D10,QuASIM,1,optimization
2125,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.83,0.74,,D2,QuASIM,1,design
2126,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.83,0.87,,D2;D7,QuASIM,1,prediction
2127,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.78,0.87,,D10;D7,QuASIM,1,simulation
2128,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.85,,D2,QuASIM,1,model
2129,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.72,,D2,QuASIM,1,analysis
2130,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.88,,D7;D2,QuASIM,1,optimization
2131,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.81,0.84,,D7;D10,QuASIM,1,design
2132,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.94,0.91,,D7,QuASIM,1,prediction
2133,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.92,,D10;D17,QuASIM,1,simulation
2134,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.73,0.89,,D17;D10,QuASIM,1,model
2135,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.91,0.75,,D17,QuASIM,1,analysis
2136,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.71,0.84,,D7,QuASIM,1,optimization
2137,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.84,0.8,,D17,QuASIM,1,design
2138,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.81,,D17;D7,QuASIM,1,prediction
2139,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.82,,D10;D2,QuASIM,1,simulation
2140,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.82,0.9,,D17;D10,QuASIM,1,model
2141,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.75,0.7,,D2,QuASIM,1,analysis
2142,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.71,0.73,,D17;D7,QuASIM,1,optimization
2143,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.97,0.95,Fusion physics;Advanced storage,D10,QuASIM,1,design
2144,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.89,0.73,,D7,QuASIM,1,prediction
2145,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.76,0.89,,D10,QuASIM,1,simulation
2146,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.76,0.7,,D17;D2,QuASIM,1,model
2147,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.83,0.9,,D17,QuASIM,1,analysis
2148,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.91,,D10,QuASIM,1,optimization
2149,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.74,,D17;D7,QuASIM,1,design
2150,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.89,0.75,,D2;D17,QuASIM,1,prediction
2151,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.94,0.86,,D17,QuASIM,2,simulation
2152,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.95,0.92,,D17;D10,QuASIM,2,model
2153,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.93,,D7,QuASIM,2,analysis
2154,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.89,0.87,,D10,QuASIM,2,optimization
2155,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.7,,D2,QuASIM,2,design
2156,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.8,0.73,,D2,QuASIM,2,prediction
2157,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.76,0.87,,D17,QuASIM,2,simulation
2158,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.76,0.71,,D10,QuASIM,2,model
2159,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.83,0.82,,D2;D17,QuASIM,2,analysis
2160,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.78,0.78,,D7;D2,QuASIM,2,optimization
2161,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.78,0.71,,D17;D2,QuASIM,2,design
2162,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.78,0.81,,D2,QuASIM,2,prediction
2163,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.8,0.9,,D10;D17,QuASIM,2,simulation
2164,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.92,0.78,,D10;D17,QuASIM,2,model
2165,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.73,0.84,,D17,QuASIM,2,analysis
2166,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.86,0.79,,D17;D10,QuASIM,2,optimization
2167,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.76,0.79,,D17;D10,QuASIM,2,design
2168,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.77,0.74,,D2;D7,QuASIM,2,prediction
2169,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.78,0.82,,D10;D2,QuASIM,2,simulation
2170,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.77,0.89,,D7,QuASIM,2,model
2171,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.93,0.74,,D2,QuASIM,2,analysis
2172,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.75,0.79,,D17,QuASIM,2,optimization
2173,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.76,0.78,,D10,QuASIM,2,design
2174,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.87,0.89,,D10,QuASIM,2,prediction
2175,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.72,0.73,,D7,QuASIM,2,simulation
2176,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.85,0.94,,D17;D7,QuASIM,2,model
2177,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.9,0.73,,D17;D7,QuASIM,2,analysis
2178,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.92,,D2;D7,QuASIM,2,optimization
2179,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.71,,D10,QuASIM,2,design
2180,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.94,0.92,,D10,QuASIM,2,prediction
2181,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.77,0.8,,D7,QuASIM,2,simulation
2182,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.88,,D2;D17,QuASIM,2,model
2183,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.93,0.71,,D10,QuASIM,2,analysis
2184,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.86,0.83,,D10;D7,QuASIM,2,optimization
2185,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.78,,D17,QuASIM,2,design
2186,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.74,0.92,,D7;D17,QuASIM,2,prediction
2187,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.88,0.75,,D2;D7,QuASIM,2,simulation
2188,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.92,0.85,,D7;D2,QuASIM,2,model
2189,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.81,0.74,,D7;D17,QuASIM,2,analysis
2190,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.93,0.69,,D10;D2,QuASIM,2,optimization
2191,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.71,0.76,,D2,QuASIM,2,design
2192,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.77,0.7,,D7,QuASIM,2,prediction
2193,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.92,0.91,,D2;D10,QuASIM,2,simulation
2194,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.89,,D2,QuASIM,2,model
2195,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.92,0.8,,D10,QuASIM,2,analysis
2196,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.95,0.7,,D10;D17,QuASIM,2,optimization
2197,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.92,,D2;D10,QuASIM,2,design
2198,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.69,,D7,QuASIM,2,prediction
2199,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.9,0.91,,D10;D17,QuASIM,2,simulation
2200,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.81,0.86,,D2;D17,QuASIM,2,model
2201,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.77,0.82,,D10,QuASIM,2,analysis
2202,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.8,0.87,,D2,QuASIM,2,optimization
2203,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.94,0.9,,D17,QuASIM,2,design
2204,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.85,0.72,,D10;D17,QuASIM,2,prediction
2205,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.91,0.93,,D7,QuASIM,2,simulation
2206,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.84,0.75,,D17;D7,QuASIM,2,model
2207,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.76,0.78,,D7,QuASIM,2,analysis
2208,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.94,0.86,,D17;D10,QuASIM,2,optimization
