id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1127,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.87,,D12,QStack,1,simulation
1128,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.89,,D8;D20,QStack,1,model
1129,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.8,,D20;D8,QStack,1,analysis
1130,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.71,,D8,QStack,1,optimization
1131,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.71,0.69,,D20,QStack,1,design
1132,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.91,,D8,QStack,1,prediction
1133,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.88,,D12,QStack,1,simulation
1134,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.9,,D12,QStack,1,model
1135,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.86,,D3,QStack,1,analysis
1136,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.79,0.92,,D12;D3,QStack,1,optimization
1137,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.71,,D8,QStack,1,design
1138,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.84,,D12,QStack,1,prediction
1139,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.92,,D12,QStack,1,simulation
1140,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.68,,D3,QStack,1,model
1141,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.82,0.91,,D12,QStack,1,analysis
1142,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.93,,D20;D12,QStack,1,optimization
1143,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.96,0.93,Robotic control;Human-robot interaction,D20;D3,QStack,1,design
1144,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.93,,D8,QStack,1,prediction
1145,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.85,,D3;D8,QStack,1,simulation
1146,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.94,0.9,,D20,QStack,1,model
1147,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.72,,D12,QStack,1,analysis
1148,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.78,,D20;D8,QStack,1,optimization
1149,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.8,,D8,QStack,1,design
1150,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.94,,D12,QStack,1,prediction
1151,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.75,0.69,,D20;D8,QStack,2,simulation
1152,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.82,,D3,QStack,2,model
1153,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.71,,D3;D8,QStack,2,analysis
1154,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.93,,D3;D8,QStack,2,optimization
1155,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.86,,D20;D12,QStack,2,design
1156,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.76,0.7,,D12,QStack,2,prediction
1157,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.84,,D3,QStack,2,simulation
1158,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.82,,D12;D3,QStack,2,model
1159,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.8,,D12;D8,QStack,2,analysis
1160,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.73,,D8;D20,QStack,2,optimization
1161,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.77,0.92,,D20;D12,QStack,2,design
1162,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.87,,D3,QStack,2,prediction
1163,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.8,,D8;D12,QStack,2,simulation
1164,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.85,,D3;D12,QStack,2,model
1165,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.84,,D20;D3,QStack,2,analysis
1166,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.89,0.78,,D8,QStack,2,optimization
1167,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.94,,D3;D20,QStack,2,design
1168,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.85,,D8;D3,QStack,2,prediction
1169,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.71,,D20;D8,QStack,2,simulation
1170,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.82,,D12;D3,QStack,2,model
1171,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.91,0.83,,D8,QStack,2,analysis
1172,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.81,,D3,QStack,2,optimization
1173,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.9,,D12;D8,QStack,2,design
1174,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.71,,D12,QStack,2,prediction
1175,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.74,,D3;D12,QStack,2,simulation
1176,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.93,0.81,,D12;D3,QStack,2,model
1177,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.82,,D12,QStack,2,analysis
1178,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.69,,D3;D8,QStack,2,optimization
1179,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.74,,D20;D3,QStack,2,design
1180,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.69,,D3;D12,QStack,2,prediction
1181,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.91,0.87,,D8;D3,QStack,2,simulation
1182,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.75,,D3;D20,QStack,2,model
1183,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.74,,D20,QStack,2,analysis
1184,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.79,,D3,QStack,2,optimization
1185,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.88,,D3,QStack,2,design
1186,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.89,0.85,,D3,QStack,2,prediction
1187,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.74,,D3;D20,QStack,2,simulation
1188,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.74,,D20,QStack,2,model
1189,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.75,,D12,QStack,2,analysis
1190,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.87,,D3,QStack,2,optimization
1191,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.75,0.71,,D12,QStack,2,design
1192,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.91,,D20,QStack,2,prediction
1193,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.75,,D3;D8,QStack,2,simulation
1194,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.91,,D8,QStack,2,model
1195,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.88,,D3;D8,QStack,2,analysis
1196,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.84,0.76,,D12,QStack,2,optimization
1197,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.9,,D20;D3,QStack,2,design
1198,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.91,,D8,QStack,2,prediction
1199,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.81,,D8,QStack,2,simulation
1200,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.91,,D3;D20,QStack,2,model
1201,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.92,0.92,,D3,QStack,2,analysis
1202,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.91,,D8,QStack,2,optimization
1203,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.93,,D8,QStack,2,design
1204,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.71,,D20;D3,QStack,2,prediction
1205,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.89,,D20;D3,QStack,2,simulation
