id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
4662,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.9,0.83,,D13,QNimbus,1,prediction
4663,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.85,0.71,,D14,QNimbus,1,simulation
4664,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.72,0.75,,D14;D19,QNimbus,1,model
4665,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.87,0.91,,D14;D13,QNimbus,1,analysis
4666,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.9,0.82,,D6,QNimbus,1,optimization
4667,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.88,0.7,,D6;D13,QNimbus,1,design
4668,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.79,0.79,,D13,QNimbus,1,prediction
4669,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.71,0.79,,D14,QNimbus,1,simulation
4670,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.86,0.74,,D6,QNimbus,1,model
4671,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.79,0.87,,D19;D6,QNimbus,1,analysis
4672,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.86,0.83,,D19;D6,QNimbus,1,optimization
4673,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.89,0.94,,D14,QNimbus,1,design
4674,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.74,0.75,,D14,QNimbus,1,prediction
4675,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.76,0.71,,D6;D14,QNimbus,1,simulation
4676,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.93,0.82,,D14,QNimbus,1,model
4677,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.81,,D14;D13,QNimbus,1,analysis
4678,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.84,0.75,,D13;D19,QNimbus,1,optimization
4679,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.81,0.83,,D19,QNimbus,1,design
4680,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.92,0.88,,D19,QNimbus,1,prediction
4681,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.95,0.93,,D14,QNimbus,1,simulation
4682,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.81,0.89,,D14,QNimbus,1,model
4683,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.87,0.88,,D6,QNimbus,1,analysis
4684,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.85,0.7,,D14;D19,QNimbus,1,optimization
4685,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.74,0.76,,D13,QNimbus,1,design
4686,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.91,0.77,,D6,QNimbus,1,prediction
4687,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.78,0.78,,D6;D13,QNimbus,1,simulation
4688,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.92,0.72,,D14;D19,QNimbus,1,model
4689,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.85,0.92,,D13,QNimbus,1,analysis
4690,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.74,0.86,,D19;D6,QNimbus,1,optimization
4691,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.91,0.86,,D6,QNimbus,1,design
4692,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.72,0.93,,D14;D6,QNimbus,1,prediction
4693,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.86,0.72,,D13,QNimbus,1,simulation
4694,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.8,0.83,,D19;D13,QNimbus,1,model
4695,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.83,0.79,,D6;D13,QNimbus,1,analysis
4696,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.82,0.86,,D19;D6,QNimbus,1,optimization
4697,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.74,0.85,,D14,QNimbus,1,design
4698,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.91,0.8,,D6;D14,QNimbus,1,prediction
4699,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.87,0.8,,D6;D19,QNimbus,1,simulation
4700,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.89,0.7,,D19;D13,QNimbus,1,model
4701,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.74,0.77,,D14;D13,QNimbus,1,analysis
4702,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.7,,D19;D6,QNimbus,1,optimization
4703,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.91,0.87,,D6;D14,QNimbus,1,design
