id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
866,Biomedical Devices,Medical device simulation for drug delivery using biomedical & synthetic biology approaches,D9,0.84,0.86,,D19,QuASIM,3,prediction
867,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.94,0.75,,D14;D19,QuASIM,3,simulation
868,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.9,0.79,,D14;D16,QuASIM,3,model
869,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.95,0.74,,D14;D19,QuASIM,3,analysis
870,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.84,0.75,,D4,QuASIM,3,optimization
871,Biomedical Devices,Medical device simulation for sensors using biomedical & synthetic biology approaches,D9,0.93,0.94,Tissue engineering;Gene therapy,D14;D19,QuASIM,3,design
872,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.89,0.91,,D16,QuASIM,3,prediction
873,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.95,0.76,,D4,QuASIM,3,simulation
874,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.88,0.92,,D4,QuASIM,3,model
875,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.88,0.87,,D4;D14,QuASIM,3,analysis
876,Biomedical Devices,Medical device simulation for implants using biomedical & synthetic biology approaches,D9,0.74,0.73,,D16;D19,QuASIM,3,optimization
877,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.84,0.7,,D19,QuASIM,3,design
878,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.75,0.89,,D4;D19,QuASIM,3,prediction
879,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.87,0.91,,D19;D16,QuASIM,3,simulation
880,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.73,0.8,,D19;D16,QuASIM,3,model
881,Biomedical Devices,Medical device simulation for drug delivery using biomedical & synthetic biology approaches,D9,0.77,0.72,,D16;D4,QuASIM,3,analysis
882,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.9,0.93,,D14,QuASIM,3,optimization
883,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.87,0.77,,D16,QuASIM,3,design
884,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.9,0.71,,D16,QuASIM,3,prediction
885,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.93,0.91,Tissue engineering;Gene therapy,D16;D19,QuASIM,3,simulation
886,Biomedical Devices,Medical device simulation for sensors using biomedical & synthetic biology approaches,D9,0.72,0.76,,D14,QuASIM,4,model
887,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.9,0.74,,D16;D14,QuASIM,4,analysis
888,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.73,0.82,,D4,QuASIM,4,optimization
889,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.71,0.89,,D4;D16,QuASIM,4,design
890,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.75,0.8,,D16;D14,QuASIM,4,prediction
891,Biomedical Devices,Medical device simulation for implants using biomedical & synthetic biology approaches,D9,0.82,0.94,,D14;D19,QuASIM,4,simulation
892,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.73,0.72,,D16;D4,QuASIM,4,model
893,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.89,0.73,,D14,QuASIM,4,analysis
894,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.72,0.83,,D19,QuASIM,4,optimization
895,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.74,0.72,,D14;D19,QuASIM,4,design
896,Biomedical Devices,Medical device simulation for drug delivery using biomedical & synthetic biology approaches,D9,0.83,0.76,,D4,QuASIM,4,prediction
897,Tissue Engineering,Tissue Engineering simulation and optimization using biomedical & synthetic biology approaches,D9,0.72,0.94,,D14,QuASIM,4,simulation
898,Gene Therapy,Gene Therapy simulation and optimization using biomedical & synthetic biology approaches,D9,0.74,0.71,,D4,QuASIM,4,model
899,Drug Delivery,Drug Delivery simulation and optimization using biomedical & synthetic biology approaches,D9,0.92,0.79,,D16,QuASIM,4,analysis
900,Diagnostic Systems,Diagnostic Systems simulation and optimization using biomedical & synthetic biology approaches,D9,0.86,0.8,,D19,QuASIM,4,optimization
