id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1566,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.92,0.91,,D8,QNimbus,1,prediction
1567,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.93,0.87,,D20,QNimbus,1,simulation
1568,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.8,,D8,QNimbus,1,model
1569,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.88,,D16,QNimbus,1,analysis
1570,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.71,0.75,,D20;D16,QNimbus,1,optimization
1571,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.74,0.72,,D3;D16,QNimbus,1,design
1572,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.95,0.9,Edge computing;IoT protocols,D8,QNimbus,1,prediction
1573,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.79,0.72,,D16,QNimbus,1,simulation
1574,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.76,0.86,,D3,QNimbus,1,model
1575,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.89,,D16;D3,QNimbus,1,analysis
1576,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.73,0.87,,D20,QNimbus,1,optimization
1577,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.93,,D20;D16,QNimbus,1,design
1578,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.72,0.86,,D3,QNimbus,1,prediction
1579,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.91,0.78,,D20;D16,QNimbus,1,simulation
1580,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.81,0.86,,D8,QNimbus,1,model
1581,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.92,0.69,,D8,QNimbus,1,analysis
1582,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.92,0.74,,D16;D3,QNimbus,1,optimization
1583,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.83,,D8;D16,QNimbus,1,design
1584,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.83,0.71,,D20;D16,QNimbus,1,prediction
1585,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.73,0.81,,D3;D20,QNimbus,1,simulation
1586,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.7,0.73,,D8,QNimbus,1,model
1587,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.78,,D3,QNimbus,1,analysis
1588,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.79,0.77,,D8;D16,QNimbus,1,optimization
1589,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.76,,D20;D16,QNimbus,1,design
1590,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.7,0.74,,D3,QNimbus,1,prediction
1591,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.88,0.69,,D16;D20,QNimbus,1,simulation
1592,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.89,0.91,,D8;D20,QNimbus,1,model
1593,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.91,,D3;D20,QNimbus,1,analysis
1594,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.75,,D8,QNimbus,1,optimization
1595,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.88,,D3,QNimbus,1,design
1596,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.83,0.79,,D20,QNimbus,1,prediction
1597,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.89,0.83,,D8,QNimbus,1,simulation
1598,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.82,0.84,,D3;D16,QNimbus,1,model
1599,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.92,0.76,,D20,QNimbus,1,analysis
1600,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.83,0.82,,D8;D20,QNimbus,1,optimization
1601,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.82,0.76,,D20,QNimbus,1,design
1602,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.92,0.73,,D3,QNimbus,1,prediction
1603,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.74,,D3,QNimbus,1,simulation
1604,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.71,,D20;D8,QNimbus,1,model
1605,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.71,0.84,,D8,QNimbus,1,analysis
1606,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.91,0.84,,D3,QNimbus,1,optimization
1607,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.9,0.93,,D16;D3,QNimbus,1,design
1608,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.71,,D3,QNimbus,1,prediction
1609,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.92,0.83,,D20;D16,QNimbus,1,simulation
1610,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.85,0.89,,D20;D8,QNimbus,1,model
1611,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.82,0.71,,D8;D20,QNimbus,1,analysis
1612,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.91,,D8,QNimbus,1,optimization
1613,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.78,,D16;D20,QNimbus,1,design
1614,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.72,,D8;D20,QNimbus,1,prediction
1615,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.9,0.81,,D16,QNimbus,1,simulation
1616,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.92,0.87,,D8,QNimbus,1,model
1617,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.87,,D20;D3,QNimbus,1,analysis
1618,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.78,0.71,,D3,QNimbus,1,optimization
1619,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.79,0.79,,D8,QNimbus,1,design
1620,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.82,0.74,,D8,QNimbus,1,prediction
1621,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.82,0.83,,D8,QNimbus,1,simulation
1622,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.85,,D3,QNimbus,1,model
1623,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.82,,D20;D16,QNimbus,1,analysis
1624,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.79,,D16,QNimbus,1,optimization
1625,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.86,0.72,,D20;D16,QNimbus,1,design
1626,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.79,0.7,,D8,QNimbus,1,prediction
1627,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.81,,D20;D16,QNimbus,1,simulation
1628,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.81,0.73,,D8;D16,QNimbus,1,model
1629,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.78,0.76,,D20;D16,QNimbus,1,analysis
1630,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.81,0.73,,D8;D20,QNimbus,1,optimization
1631,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.76,0.9,,D16;D20,QNimbus,1,design
1632,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.93,,D16;D20,QNimbus,1,prediction
1633,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.88,0.8,,D8,QNimbus,1,simulation
1634,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.94,,D16,QNimbus,1,model
1635,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.9,0.86,,D3,QNimbus,1,analysis
1636,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.9,0.85,,D16;D20,QNimbus,1,optimization
1637,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.77,,D20,QNimbus,1,design
1638,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.82,,D16;D20,QNimbus,1,prediction
1639,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.77,0.77,,D3;D16,QNimbus,1,simulation
1640,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.85,0.83,,D20;D8,QNimbus,1,model
1641,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.86,0.91,,D16,QNimbus,1,analysis
1642,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.9,0.77,,D8,QNimbus,1,optimization
1643,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.95,0.87,Edge computing;IoT protocols,D8,QNimbus,1,design
1644,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.83,0.9,,D16,QNimbus,1,prediction
1645,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.79,0.92,,D20,QNimbus,1,simulation
1646,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.93,0.88,,D3;D8,QNimbus,1,model
1647,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.85,0.82,,D8;D20,QNimbus,1,analysis
1648,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.76,0.85,,D20;D3,QNimbus,1,optimization
1649,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.95,0.69,,D3,QNimbus,1,design
1650,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.82,0.92,,D16,QNimbus,1,prediction
1651,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.72,0.77,,D8;D16,QNimbus,2,simulation
1652,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.9,0.75,,D8,QNimbus,2,model
1653,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.85,0.85,,D20,QNimbus,2,analysis
1654,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.71,0.93,,D8,QNimbus,2,optimization
1655,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.71,,D20;D8,QNimbus,2,design
1656,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.92,0.89,,D8,QNimbus,2,prediction
1657,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.81,,D20;D3,QNimbus,2,simulation
1658,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.91,,D20;D8,QNimbus,2,model
1659,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.79,0.79,,D16;D8,QNimbus,2,analysis
1660,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.93,0.88,,D3;D8,QNimbus,2,optimization
1661,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.85,0.9,,D16,QNimbus,2,design
1662,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.86,0.69,,D20;D8,QNimbus,2,prediction
1663,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.86,0.92,,D3,QNimbus,2,simulation
1664,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.8,0.9,,D20,QNimbus,2,model
1665,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.93,,D3,QNimbus,2,analysis
1666,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.94,0.76,,D20,QNimbus,2,optimization
1667,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.86,0.79,,D16;D20,QNimbus,2,design
1668,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.91,0.85,,D16,QNimbus,2,prediction
1669,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.75,0.9,,D20,QNimbus,2,simulation
1670,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.73,0.89,,D8;D16,QNimbus,2,model
1671,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.87,0.7,,D3;D16,QNimbus,2,analysis
1672,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.75,,D16,QNimbus,2,optimization
1673,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.75,0.91,,D3,QNimbus,2,design
1674,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.8,0.73,,D20,QNimbus,2,prediction
1675,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.87,0.86,,D16,QNimbus,2,simulation
1676,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.93,0.73,,D8,QNimbus,2,model
1677,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.93,0.77,,D20;D3,QNimbus,2,analysis
1678,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.78,0.88,,D3,QNimbus,2,optimization
1679,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.72,0.85,,D3,QNimbus,2,design
1680,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.79,0.73,,D3;D8,QNimbus,2,prediction
1681,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.9,0.77,,D20,QNimbus,2,simulation
1682,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.93,0.7,,D16;D20,QNimbus,2,model
1683,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.84,0.8,,D8,QNimbus,2,analysis
1684,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.84,,D20,QNimbus,2,optimization
1685,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.76,0.86,,D16,QNimbus,2,design
1686,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.75,0.73,,D3,QNimbus,2,prediction
1687,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.84,0.84,,D20;D16,QNimbus,2,simulation
1688,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.9,0.7,,D8,QNimbus,2,model
1689,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.91,0.88,,D3;D16,QNimbus,2,analysis
1690,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.95,0.88,,D3,QNimbus,2,optimization
1691,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.82,0.69,,D8,QNimbus,2,design
1692,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.79,0.82,,D3,QNimbus,2,prediction
1693,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.84,0.87,,D16,QNimbus,2,simulation
1694,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.76,0.69,,D20;D16,QNimbus,2,model
1695,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.77,0.89,,D20,QNimbus,2,analysis
1696,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.81,0.88,,D3,QNimbus,2,optimization
1697,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.77,0.72,,D16;D20,QNimbus,2,design
1698,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.75,,D20;D16,QNimbus,2,prediction
1699,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.71,0.88,,D16,QNimbus,2,simulation
1700,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.82,,D8,QNimbus,2,model
1701,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.82,0.86,,D20;D8,QNimbus,2,analysis
1702,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.91,0.76,,D16,QNimbus,2,optimization
1703,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.79,0.7,,D20,QNimbus,2,design
1704,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.79,,D3,QNimbus,2,prediction
1705,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.9,,D20;D8,QNimbus,2,simulation
1706,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.81,0.73,,D20,QNimbus,2,model
1707,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.79,0.7,,D3,QNimbus,2,analysis
1708,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.95,0.86,,D8,QNimbus,2,optimization
1709,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.95,0.91,,D8;D16,QNimbus,2,design
1710,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.74,,D8,QNimbus,2,prediction
1711,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.8,0.71,,D20,QNimbus,2,simulation
1712,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.76,,D8,QNimbus,2,model
1713,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.86,0.79,,D20,QNimbus,2,analysis
1714,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.85,Edge computing;IoT protocols,D20;D16,QNimbus,2,optimization
1715,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.87,0.77,,D3,QNimbus,2,design
1716,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.93,0.8,,D8,QNimbus,2,prediction
