id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
5524,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.8,,D20;D5,QNimbus,1,prediction
5525,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.71,,D11;D20,QNimbus,1,simulation
5526,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.85,0.89,,D5,QNimbus,1,model
5527,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.82,,D10,QNimbus,1,analysis
5528,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.88,,D20,QNimbus,1,optimization
5529,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.92,,D11;D20,QNimbus,1,design
5530,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.9,,D20,QNimbus,1,prediction
5531,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.73,0.71,,D10,QNimbus,1,simulation
5532,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.78,,D20,QNimbus,1,model
5533,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.91,,D20,QNimbus,1,analysis
5534,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.81,,D10;D11,QNimbus,1,optimization
5535,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.81,,D10;D11,QNimbus,1,design
5536,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.92,0.86,,D20;D5,QNimbus,1,prediction
5537,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.68,,D10;D11,QNimbus,1,simulation
5538,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.73,,D10,QNimbus,1,model
5539,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.87,,D20,QNimbus,1,analysis
5540,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.86,,D5,QNimbus,1,optimization
5541,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.86,0.71,,D10;D20,QNimbus,1,design
5542,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.92,,D20,QNimbus,1,prediction
5543,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.71,,D11,QNimbus,1,simulation
5544,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.78,,D5,QNimbus,1,model
5545,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.75,,D5,QNimbus,1,analysis
5546,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.8,0.77,,D5;D20,QNimbus,1,optimization
5547,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.84,,D20,QNimbus,1,design
5548,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.68,,D10;D5,QNimbus,1,prediction
5549,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.85,,D10;D11,QNimbus,1,simulation
5550,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.69,,D11,QNimbus,1,model
5551,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.9,0.74,,D20;D11,QNimbus,1,analysis
5552,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.72,,D5;D10,QNimbus,1,optimization
5553,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.92,,D11,QNimbus,1,design
5554,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.76,,D5,QNimbus,1,prediction
5555,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.71,,D20,QNimbus,1,simulation
5556,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.94,0.74,,D5,QNimbus,1,model
5557,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.78,,D20,QNimbus,1,analysis
5558,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.68,,D5,QNimbus,1,optimization
5559,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.78,,D20,QNimbus,1,design
5560,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.76,,D5,QNimbus,1,prediction
5561,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.74,0.82,,D20,QNimbus,1,simulation
5562,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.92,,D5,QNimbus,1,model
5563,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.77,,D10,QNimbus,1,analysis
5564,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.88,,D11,QNimbus,1,optimization
5565,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.8,,D10;D5,QNimbus,1,design
5566,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.87,0.78,,D10,QNimbus,1,prediction
5567,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.84,,D5,QNimbus,1,simulation
5568,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.88,,D11,QNimbus,1,model
5569,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.88,,D5;D10,QNimbus,1,analysis
5570,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.92,,D5;D10,QNimbus,1,optimization
5571,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.87,0.71,,D5;D11,QNimbus,1,design
5572,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.89,,D11;D5,QNimbus,1,prediction
5573,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.92,,D10;D11,QNimbus,1,simulation
5574,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.69,,D20;D11,QNimbus,1,model
5575,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.8,,D10;D20,QNimbus,1,analysis
5576,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.95,0.75,,D11;D10,QNimbus,1,optimization
5577,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.72,0.82,,D20,QNimbus,1,design
5578,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.86,,D5,QNimbus,1,prediction
5579,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.86,,D20;D5,QNimbus,1,simulation
5580,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.79,,D20,QNimbus,1,model
5581,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.79,0.74,,D20,QNimbus,1,analysis
5582,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.71,,D20,QNimbus,1,optimization
5583,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.85,,D5;D10,QNimbus,1,design
5584,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.7,,D11;D20,QNimbus,1,prediction
5585,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.79,,D5;D10,QNimbus,1,simulation
5586,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.94,0.82,,D11;D20,QNimbus,1,model
5587,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.81,,D5,QNimbus,1,analysis
5588,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.8,,D11,QNimbus,1,optimization
5589,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.8,,D11,QNimbus,1,design
5590,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.9,,D20,QNimbus,1,prediction
5591,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.88,0.73,,D5,QNimbus,1,simulation
5592,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.72,,D5,QNimbus,1,model
5593,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.92,,D5,QNimbus,1,analysis
5594,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.71,,D5,QNimbus,1,optimization
5595,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.77,,D10,QNimbus,1,design
5596,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.93,0.92,,D10,QNimbus,1,prediction
5597,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.7,,D5,QNimbus,1,simulation
5598,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.82,,D20,QNimbus,1,model
5599,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.83,,D5;D20,QNimbus,1,analysis
5600,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.89,,D5,QNimbus,1,optimization
5601,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.82,0.89,,D20;D11,QNimbus,1,design
5602,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.94,,D11,QNimbus,1,prediction
5603,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.87,,D20;D11,QNimbus,1,simulation
5604,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.69,,D5,QNimbus,1,model
5605,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.85,,D10;D11,QNimbus,1,analysis
5606,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.76,0.84,,D11,QNimbus,1,optimization
5607,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.69,,D10;D11,QNimbus,1,design
5608,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.72,0.92,,D20,QNimbus,1,prediction
5609,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.73,,D20,QNimbus,1,simulation
5610,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.92,,D11;D20,QNimbus,1,model
5611,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.81,0.71,,D20,QNimbus,1,analysis
5612,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.85,,D11;D5,QNimbus,1,optimization
5613,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.87,,D5,QNimbus,1,design
5614,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.84,,D11,QNimbus,1,prediction
5615,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.94,,D11,QNimbus,1,simulation
5616,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.87,0.69,,D20;D11,QNimbus,1,model
5617,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.85,,D20,QNimbus,1,analysis
5618,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.86,,D11;D20,QNimbus,1,optimization
5619,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.82,,D20,QNimbus,1,design
5620,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.84,,D20;D5,QNimbus,1,prediction
5621,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.72,0.86,,D11,QNimbus,1,simulation
5622,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.74,,D10,QNimbus,1,model
5623,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.81,,D10,QNimbus,1,analysis
5624,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.68,,D20,QNimbus,1,optimization
5625,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.87,,D10;D11,QNimbus,1,design
5626,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.83,0.91,,D11;D10,QNimbus,1,prediction
5627,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.76,,D5,QNimbus,1,simulation
5628,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.93,,D10,QNimbus,1,model
5629,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.83,,D20,QNimbus,1,analysis
5630,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.76,,D10,QNimbus,1,optimization
5631,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.71,0.9,,D5,QNimbus,1,design
5632,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.68,,D5,QNimbus,1,prediction
5633,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.73,,D5,QNimbus,1,simulation
5634,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.78,,D10,QNimbus,1,model
5635,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.68,,D20;D11,QNimbus,1,analysis
5636,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.7,0.74,,D20,QNimbus,1,optimization
5637,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.84,,D10;D5,QNimbus,1,design
5638,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.8,,D5,QNimbus,1,prediction
5639,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.75,,D10,QNimbus,1,simulation
5640,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.78,,D10,QNimbus,1,model
5641,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.89,0.87,,D5,QNimbus,1,analysis
5642,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.91,,D20,QNimbus,1,optimization
5643,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.95,Ocean modeling;Marine robotics,D20,QNimbus,1,design
5644,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.73,,D10,QNimbus,1,prediction
5645,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.78,,D10;D5,QNimbus,1,simulation
5646,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.85,0.91,,D20,QNimbus,1,model
5647,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.87,,D5,QNimbus,1,analysis
5648,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.9,,D20;D10,QNimbus,1,optimization
5649,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.85,,D11,QNimbus,1,design
5650,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.78,,D20;D5,QNimbus,1,prediction
5651,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.71,0.77,,D20,QNimbus,1,simulation
5652,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.79,,D5,QNimbus,1,model
5653,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.69,,D11;D10,QNimbus,1,analysis
5654,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.74,,D11;D5,QNimbus,1,optimization
5655,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.85,,D11,QNimbus,1,design
5656,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.9,0.82,,D20,QNimbus,1,prediction
5657,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.69,,D5,QNimbus,1,simulation
5658,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.75,,D10;D5,QNimbus,1,model
5659,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.78,,D11,QNimbus,1,analysis
5660,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.82,,D11,QNimbus,1,optimization
5661,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.9,0.69,,D20,QNimbus,1,design
5662,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.83,,D5,QNimbus,1,prediction
5663,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.73,,D20;D10,QNimbus,1,simulation
5664,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.87,,D5,QNimbus,1,model
5665,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.85,,D10,QNimbus,1,analysis
5666,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.93,0.83,,D5,QNimbus,1,optimization
5667,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.88,,D5,QNimbus,1,design
5668,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.74,,D5;D20,QNimbus,1,prediction
5669,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.89,,D5,QNimbus,1,simulation
5670,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.83,,D20;D10,QNimbus,1,model
5671,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.81,0.85,,D20,QNimbus,1,analysis
5672,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.94,,D11;D5,QNimbus,1,optimization
5673,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.87,,D5,QNimbus,1,design
5674,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.72,,D11;D10,QNimbus,1,prediction
5675,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.88,,D10;D11,QNimbus,1,simulation
5676,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.73,0.84,,D20;D11,QNimbus,1,model
5677,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.88,,D20,QNimbus,1,analysis
5678,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.76,,D10,QNimbus,1,optimization
5679,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.8,,D5;D10,QNimbus,1,design
5680,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.77,,D11,QNimbus,1,prediction
5681,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.89,0.88,,D11,QNimbus,1,simulation
5682,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.73,,D11;D5,QNimbus,1,model
5683,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.76,,D11,QNimbus,1,analysis
5684,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.91,,D5;D20,QNimbus,1,optimization
5685,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.74,,D20,QNimbus,1,design
5686,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.78,0.89,,D20,QNimbus,1,prediction
5687,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.89,,D11,QNimbus,1,simulation
5688,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.91,,D10,QNimbus,1,model
5689,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.83,,D20,QNimbus,1,analysis
5690,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.93,,D5,QNimbus,1,optimization
5691,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.85,0.73,,D11;D5,QNimbus,1,design
5692,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.9,,D5,QNimbus,1,prediction
5693,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.82,,D5;D11,QNimbus,1,simulation
5694,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.93,,D20,QNimbus,1,model
5695,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.89,,D10;D11,QNimbus,1,analysis
5696,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.75,0.8,,D10,QNimbus,1,optimization
5697,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.77,,D5;D20,QNimbus,1,design
5698,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.75,,D20,QNimbus,1,prediction
5699,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.93,,D11,QNimbus,1,simulation
5700,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.79,,D20,QNimbus,1,model
5701,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.86,0.69,,D20;D10,QNimbus,1,analysis
5702,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.9,,D10,QNimbus,1,optimization
5703,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.85,,D10,QNimbus,1,design
5704,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.75,,D20;D11,QNimbus,1,prediction
5705,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.76,,D10;D11,QNimbus,1,simulation
