id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
2651,Synthetic Organisms,Synthetic biology design for biofuel production using synthetic life & biofabrication approaches,D14,0.83,0.83,,D1;D19,QuASIM,2,simulation
2652,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.85,0.81,,D19;D9,QuASIM,2,model
2653,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.75,0.89,,D4,QuASIM,2,analysis
2654,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.84,0.91,,D19;D4,QuASIM,2,optimization
2655,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.93,0.91,,D1,QuASIM,2,design
2656,Synthetic Organisms,Synthetic biology design for biosensing using synthetic life & biofabrication approaches,D14,0.88,0.71,,D19,QuASIM,2,prediction
2657,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.9,0.69,,D19,QuASIM,2,simulation
2658,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.88,0.68,,D1,QuASIM,2,model
2659,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.74,0.85,,D19,QuASIM,2,analysis
2660,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.71,0.72,,D4;D9,QuASIM,2,optimization
2661,Synthetic Organisms,Synthetic biology design for waste remediation using synthetic life & biofabrication approaches,D14,0.76,0.84,,D4,QuASIM,2,design
2662,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.92,0.72,,D4,QuASIM,2,prediction
2663,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.9,0.9,,D1;D9,QuASIM,2,simulation
2664,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.95,0.87,,D9,QuASIM,2,model
2665,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.79,0.74,,D19,QuASIM,2,analysis
2666,Synthetic Organisms,Synthetic biology design for biofuel production using synthetic life & biofabrication approaches,D14,0.84,0.68,,D1,QuASIM,2,optimization
2667,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.75,0.87,,D9,QuASIM,2,design
2668,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.79,0.73,,D9;D1,QuASIM,2,prediction
2669,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.77,0.88,,D4,QuASIM,2,simulation
2670,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.84,0.85,,D4,QuASIM,2,model
2671,Synthetic Organisms,Synthetic biology design for biosensing using synthetic life & biofabrication approaches,D14,0.94,0.85,,D4,QuASIM,2,analysis
2672,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.86,0.86,,D4,QuASIM,2,optimization
2673,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.85,0.93,,D1,QuASIM,2,design
2674,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.86,0.74,,D1,QuASIM,2,prediction
2675,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.77,0.73,,D9;D4,QuASIM,2,simulation
2676,Synthetic Organisms,Synthetic biology design for waste remediation using synthetic life & biofabrication approaches,D14,0.92,0.91,,D1,QuASIM,2,model
2677,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.72,0.78,,D4;D9,QuASIM,2,analysis
2678,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.83,0.75,,D9,QuASIM,2,optimization
2679,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.73,0.69,,D4;D9,QuASIM,2,design
2680,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.73,0.85,,D4;D19,QuASIM,2,prediction
2681,Synthetic Organisms,Synthetic biology design for biofuel production using synthetic life & biofabrication approaches,D14,0.77,0.92,,D1,QuASIM,2,simulation
2682,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.92,0.77,,D9;D4,QuASIM,2,model
2683,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.76,0.87,,D1,QuASIM,2,analysis
2684,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.85,0.76,,D9;D19,QuASIM,2,optimization
2685,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.94,0.76,,D1;D19,QuASIM,2,design
2686,Synthetic Organisms,Synthetic biology design for biosensing using synthetic life & biofabrication approaches,D14,0.88,0.82,,D9,QuASIM,2,prediction
2687,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.71,0.76,,D9,QuASIM,2,simulation
2688,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.89,0.89,,D1,QuASIM,2,model
2689,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.76,0.76,,D19,QuASIM,2,analysis
2690,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.73,0.73,,D1,QuASIM,2,optimization
2691,Synthetic Organisms,Synthetic biology design for waste remediation using synthetic life & biofabrication approaches,D14,0.74,0.86,,D19;D1,QuASIM,2,design
2692,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.9,0.84,,D1;D9,QuASIM,2,prediction
2693,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.81,0.8,,D9;D4,QuASIM,2,simulation
2694,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.92,0.69,,D4,QuASIM,2,model
2695,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.8,0.85,,D4;D19,QuASIM,2,analysis
2696,Synthetic Organisms,Synthetic biology design for biofuel production using synthetic life & biofabrication approaches,D14,0.82,0.88,,D1;D4,QuASIM,2,optimization
2697,Biofabrication,Biofabrication simulation and optimization using synthetic life & biofabrication approaches,D14,0.8,0.7,,D19;D1,QuASIM,2,design
2698,Genetic Circuits,Genetic Circuits simulation and optimization using synthetic life & biofabrication approaches,D14,0.92,0.69,,D9,QuASIM,2,prediction
2699,Metabolic Engineering,Metabolic Engineering simulation and optimization using synthetic life & biofabrication approaches,D14,0.84,0.91,,D1;D19,QuASIM,2,simulation
2700,Biological Computing,Biological Computing simulation and optimization using synthetic life & biofabrication approaches,D14,0.71,0.73,,D1,QuASIM,2,model
