id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
6516,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.77,0.85,,D20;D5,QStack,1,optimization
6517,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.78,,D9;D10,QStack,1,design
6518,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.84,0.93,,D5;D9,QStack,1,prediction
6519,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.76,0.92,,D10;D20,QStack,1,simulation
6520,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.75,,D5;D10,QStack,1,model
6521,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.88,0.74,,D9,QStack,1,analysis
6522,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.79,0.69,,D9;D5,QStack,1,optimization
6523,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.92,0.78,,D10,QStack,1,design
6524,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.86,0.71,,D20,QStack,1,prediction
6525,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.85,0.81,,D10,QStack,1,simulation
6526,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.74,0.9,,D20,QStack,1,model
6527,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.89,0.88,,D20,QStack,1,analysis
6528,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.88,0.78,,D9,QStack,1,optimization
6529,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.76,0.91,,D10;D5,QStack,1,design
6530,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.81,,D5,QStack,1,prediction
6531,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.82,0.83,,D10;D20,QStack,1,simulation
6532,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.81,0.68,,D10;D20,QStack,1,model
6533,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.87,0.93,,D9,QStack,1,analysis
6534,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.73,0.85,,D5,QStack,1,optimization
6535,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.78,0.92,,D10,QStack,1,design
6536,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.76,0.81,,D10,QStack,1,prediction
6537,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.73,0.91,,D5,QStack,1,simulation
6538,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.94,0.92,,D9;D5,QStack,1,model
6539,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.82,,D5,QStack,1,analysis
6540,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.85,0.85,,D20;D5,QStack,1,optimization
6541,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.7,0.78,,D20,QStack,1,design
6542,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.91,0.87,,D9;D10,QStack,1,prediction
6543,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.91,0.72,,D9;D20,QStack,1,simulation
6544,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.88,0.93,,D10,QStack,1,model
6545,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.74,0.8,,D9,QStack,1,analysis
6546,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.85,0.71,,D20,QStack,1,optimization
6547,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.83,0.76,,D10;D20,QStack,1,design
6548,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.95,0.71,,D9;D20,QStack,1,prediction
6549,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.92,0.92,,D5,QStack,1,simulation
6550,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.89,0.73,,D9,QStack,1,model
6551,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.73,0.72,,D20,QStack,1,analysis
6552,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.8,0.71,,D20,QStack,1,optimization
6553,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.86,0.77,,D9,QStack,1,design
6554,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.77,,D9;D10,QStack,1,prediction
6555,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.9,,D9,QStack,1,simulation
6556,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.75,0.72,,D9;D20,QStack,1,model
6557,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.78,0.91,,D10;D5,QStack,1,analysis
6558,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.7,,D5;D20,QStack,1,optimization
6559,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.84,,D10,QStack,1,design
6560,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.88,0.7,,D10;D5,QStack,1,prediction
6561,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.91,0.78,,D9,QStack,1,simulation
6562,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.71,0.91,,D9,QStack,1,model
6563,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.91,0.83,,D9,QStack,1,analysis
6564,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.73,0.7,,D20,QStack,1,optimization
6565,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.9,0.91,,D5;D9,QStack,1,design
6566,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.92,0.87,,D5,QStack,1,prediction
6567,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.89,0.82,,D5;D20,QStack,1,simulation
6568,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.69,,D20,QStack,1,model
6569,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.77,0.7,,D20;D5,QStack,1,analysis
6570,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.95,0.74,,D5,QStack,1,optimization
6571,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.8,0.89,,D5,QStack,1,design
6572,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.95,0.71,,D10;D9,QStack,1,prediction
6573,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.91,0.69,,D20;D9,QStack,1,simulation
6574,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.75,,D10;D5,QStack,1,model
6575,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.71,0.92,,D20,QStack,1,analysis
6576,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.75,0.83,,D20,QStack,1,optimization
6577,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.81,0.7,,D9,QStack,1,design
6578,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.78,0.68,,D20,QStack,1,prediction
6579,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.71,0.92,,D5,QStack,1,simulation
6580,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.94,0.85,,D9,QStack,1,model
6581,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.92,0.69,,D5,QStack,1,analysis
6582,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.89,0.71,,D5,QStack,1,optimization
6583,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.68,,D5,QStack,1,design
6584,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.73,0.92,,D9,QStack,1,prediction
6585,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.9,,D20;D9,QStack,1,simulation
6586,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.88,0.82,,D9;D10,QStack,1,model
6587,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.73,0.9,,D5;D20,QStack,1,analysis
6588,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.8,0.92,,D10,QStack,1,optimization
6589,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.79,0.86,,D9;D5,QStack,1,design
6590,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.87,,D5,QStack,1,prediction
6591,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.77,0.94,,D5,QStack,1,simulation
6592,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.83,,D20,QStack,1,model
6593,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.9,0.91,,D20;D9,QStack,1,analysis
6594,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.77,,D5;D10,QStack,1,optimization
6595,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.94,0.77,,D5;D20,QStack,1,design
6596,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.78,0.69,,D10,QStack,1,prediction
6597,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.81,0.7,,D9,QStack,1,simulation
6598,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.76,0.73,,D5;D20,QStack,1,model
6599,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.78,,D9,QStack,1,analysis
6600,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.94,0.76,,D5;D9,QStack,1,optimization
6601,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.95,0.82,,D10;D5,QStack,1,design
6602,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.76,0.87,,D20;D9,QStack,1,prediction
6603,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.92,,D20,QStack,1,simulation
6604,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.82,,D5,QStack,1,model
6605,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.77,0.7,,D10,QStack,1,analysis
6606,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.83,0.83,,D10;D5,QStack,1,optimization
6607,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.72,0.92,,D9;D10,QStack,1,design
6608,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.86,0.94,,D9,QStack,1,prediction
6609,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.72,0.82,,D10;D20,QStack,1,simulation
6610,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.82,0.74,,D5;D20,QStack,1,model
6611,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.7,0.92,,D20,QStack,1,analysis
6612,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.82,0.72,,D20;D10,QStack,1,optimization
6613,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.76,0.71,,D9;D20,QStack,1,design
6614,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.86,0.74,,D10,QStack,1,prediction
6615,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.72,0.71,,D9;D20,QStack,1,simulation
6616,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.77,0.8,,D5,QStack,1,model
6617,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.81,0.72,,D10;D20,QStack,1,analysis
6618,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.87,0.91,,D5,QStack,1,optimization
6619,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.72,,D5,QStack,1,design
6620,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.87,0.86,,D9,QStack,1,prediction
6621,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.84,0.92,,D5;D9,QStack,1,simulation
6622,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.93,0.9,,D9;D10,QStack,1,model
6623,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.82,0.82,,D10,QStack,1,analysis
6624,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.8,0.75,,D5;D20,QStack,1,optimization
6625,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.82,0.71,,D20;D9,QStack,1,design
6626,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.77,0.75,,D20;D9,QStack,1,prediction
6627,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.82,0.74,,D5;D10,QStack,1,simulation
6628,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.89,0.91,,D5,QStack,1,model
6629,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.79,0.76,,D9,QStack,1,analysis
6630,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.8,,D5;D20,QStack,1,optimization
6631,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.75,0.92,,D9,QStack,1,design
6632,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.78,0.92,,D5,QStack,1,prediction
6633,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.74,,D20,QStack,1,simulation
6634,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.85,0.69,,D10,QStack,1,model
6635,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.92,,D9;D10,QStack,1,analysis
6636,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.72,0.77,,D10,QStack,1,optimization
6637,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.83,0.81,,D10;D9,QStack,1,design
6638,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.81,,D9,QStack,1,prediction
6639,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.72,0.71,,D5,QStack,1,simulation
6640,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.88,0.72,,D5,QStack,1,model
6641,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.9,0.7,,D20,QStack,1,analysis
6642,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.81,,D10,QStack,1,optimization
6643,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.9,Crop optimization;Precision farming,D20,QStack,1,design
6644,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.84,0.71,,D10;D9,QStack,1,prediction
6645,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.93,0.78,,D10,QStack,1,simulation
6646,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.77,0.81,,D5;D20,QStack,1,model
6647,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.77,,D9;D5,QStack,1,analysis
6648,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.73,0.81,,D5,QStack,1,optimization
6649,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.92,0.76,,D9;D20,QStack,1,design
6650,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.83,0.87,,D9,QStack,1,prediction
6651,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.87,0.71,,D5;D10,QStack,1,simulation
6652,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.91,,D10,QStack,1,model
6653,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.87,0.71,,D20,QStack,1,analysis
6654,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.85,0.78,,D9,QStack,1,optimization
6655,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.71,0.85,,D10,QStack,1,design
6656,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.73,0.94,,D5;D20,QStack,1,prediction
6657,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.84,0.84,,D10;D5,QStack,1,simulation
6658,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.88,,D5,QStack,1,model
6659,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.75,,D5,QStack,1,analysis
6660,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.82,0.71,,D20;D9,QStack,1,optimization
6661,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.93,0.8,,D5,QStack,1,design
6662,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.87,0.92,,D9,QStack,1,prediction
6663,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.9,0.72,,D20,QStack,1,simulation
6664,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.95,0.91,,D9,QStack,1,model
6665,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.9,0.88,,D10,QStack,1,analysis
6666,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.73,0.75,,D5,QStack,1,optimization
6667,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.89,,D5,QStack,1,design
6668,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.82,0.8,,D5,QStack,1,prediction
6669,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.84,0.76,,D5,QStack,1,simulation
6670,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.85,0.69,,D5,QStack,1,model
6671,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.81,0.83,,D10,QStack,1,analysis
6672,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.78,0.69,,D9,QStack,1,optimization
6673,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.79,,D10;D20,QStack,1,design
6674,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.73,0.87,,D9;D5,QStack,1,prediction
6675,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.91,,D5;D10,QStack,1,simulation
6676,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.92,0.88,,D5;D20,QStack,1,model
6677,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.89,0.81,,D10;D20,QStack,1,analysis
6678,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.75,0.82,,D5,QStack,1,optimization
6679,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.69,,D10;D9,QStack,1,design
6680,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.71,0.76,,D5,QStack,1,prediction
6681,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.89,0.85,,D5,QStack,1,simulation
6682,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.93,0.74,,D10,QStack,1,model
6683,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.9,0.92,,D20,QStack,1,analysis
6684,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.83,,D20;D5,QStack,1,optimization
6685,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.86,0.82,,D20,QStack,1,design
6686,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.75,0.86,,D9,QStack,1,prediction
6687,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.9,,D10;D9,QStack,1,simulation
6688,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.72,,D5;D9,QStack,1,model
6689,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.85,0.81,,D5,QStack,1,analysis
6690,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.86,0.79,,D9,QStack,1,optimization
6691,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.85,0.8,,D20,QStack,1,design
6692,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.83,0.86,,D5,QStack,1,prediction
6693,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.83,0.8,,D9;D5,QStack,1,simulation
6694,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.92,,D20,QStack,1,model
6695,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.94,0.79,,D20;D5,QStack,1,analysis
6696,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.79,0.7,,D5;D9,QStack,1,optimization
6697,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.71,0.78,,D5;D9,QStack,1,design
6698,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.83,,D20,QStack,1,prediction
6699,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.71,0.76,,D5,QStack,1,simulation
6700,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.88,0.76,,D5;D9,QStack,1,model
6701,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.91,0.77,,D10;D5,QStack,1,analysis
6702,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.77,0.76,,D20,QStack,1,optimization
6703,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.85,0.86,,D9,QStack,1,design
6704,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.79,0.75,,D20,QStack,1,prediction
6705,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.73,0.75,,D20,QStack,1,simulation
6706,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.94,0.73,,D20,QStack,1,model
6707,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.86,0.77,,D10,QStack,1,analysis
6708,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.94,0.84,,D10;D9,QStack,1,optimization
6709,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.82,,D9,QStack,1,design
6710,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.86,0.82,,D5,QStack,1,prediction
6711,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.92,0.72,,D10,QStack,1,simulation
6712,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.92,0.91,,D10,QStack,1,model
6713,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.91,0.76,,D10;D5,QStack,1,analysis
6714,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.82,,D10;D5,QStack,1,optimization
6715,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.71,0.82,,D10,QStack,1,design
6716,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.94,0.84,,D9,QStack,1,prediction
6717,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.77,0.92,,D5,QStack,1,simulation
6718,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.78,,D9,QStack,1,model
